subscription_id,customer_id,tier,start_date,end_date,end_reason
S006668,C05946,Starter,2025-05-01,2025-09-01,Churn
S006669,C05947,Starter,2025-06-01,2025-12-01,Active
S006670,C05948,Starter,2025-05-01,2025-12-01,Active
S006671,C05949,Growth,2025-07-01,2025-12-01,Active
S006672,C05950,Enterprise,2025-10-01,2025-12-01,Active
S006673,C05951,Starter,2025-03-01,2025-07-01,Churn
S006674,C05952,Starter,2023-12-01,2025-12-01,Active
S006675,C05953,Starter,2025-11-01,2025-11-01,Churn
S006676,C05954,Growth,2025-09-01,2025-12-01,Active
S006677,C05955,Enterprise,2024-10-01,2025-12-01,Active
S006678,C05956,Growth,2025-12-01,2025-12-01,Active
S006679,C05957,Starter,2025-11-01,2025-12-01,Active
S006680,C05958,Starter,2025-01-01,2025-12-01,Active
S006681,C05959,Growth,2025-08-01,2025-12-01,Active
S006682,C05960,Starter,2023-12-01,2024-02-01,Upgrade
S006683,C05960,Growth,2024-03-01,2024-09-01,Upgrade
S006684,C05960,Enterprise,2024-10-01,2025-12-01,Active
S006685,C05961,Starter,2024-12-01,2025-12-01,Active
S006686,C05962,Growth,2024-12-01,2025-12-01,Active
S006687,C05963,Starter,2025-06-01,2025-12-01,Active
S006688,C05964,Starter,2023-06-01,2024-08-01,Churn
S006689,C05965,Enterprise,2023-06-01,2025-12-01,Active
S006690,C05966,Starter,2025-02-01,2025-05-01,Churn
S006691,C05967,Growth,2023-10-01,2025-12-01,Active
S006692,C05968,Growth,2024-09-01,2025-12-01,Active
S006693,C05969,Enterprise,2023-06-01,2025-12-01,Active
S006694,C05970,Growth,2025-03-01,2025-12-01,Active
S006695,C05971,Growth,2023-05-01,2024-09-01,Churn
S006696,C05972,Starter,2025-11-01,2025-12-01,Active
S006697,C05973,Starter,2025-10-01,2025-12-01,Active
S006698,C05974,Starter,2024-02-01,2025-12-01,Active
S006699,C05975,Enterprise,2025-03-01,2025-12-01,Active
S006700,C05976,Enterprise,2025-08-01,2025-12-01,Active
S006701,C05977,Growth,2023-01-01,2025-03-01,Churn
S006702,C05978,Growth,2025-02-01,2025-12-01,Active
S006703,C05979,Starter,2023-02-01,2023-12-01,Churn
S006704,C05980,Growth,2024-11-01,2025-12-01,Active
S006705,C05981,Starter,2023-09-01,2025-08-01,Churn
S006706,C05982,Starter,2023-06-01,2023-07-01,Churn
S006707,C05983,Growth,2023-11-01,2024-05-01,Churn
S006708,C05984,Enterprise,2024-06-01,2025-12-01,Active
S006709,C05985,Starter,2025-07-01,2025-12-01,Active
S006710,C05986,Starter,2023-06-01,2023-06-01,Churn
S006711,C05987,Starter,2023-12-01,2023-12-01,Upgrade
S006712,C05987,Growth,2024-01-01,2025-12-01,Active
S006713,C05988,Starter,2025-03-01,2025-12-01,Active
S006714,C05989,Growth,2023-02-01,2025-08-01,Churn
S006715,C05990,Growth,2025-02-01,2025-11-01,Downgrade
S006716,C05990,Starter,2025-12-01,2025-12-01,Active
S006717,C05991,Starter,2024-03-01,2024-09-01,Churn
S006718,C05992,Starter,2024-09-01,2025-12-01,Active
S006719,C05993,Growth,2025-04-01,2025-12-01,Active
S006720,C05994,Starter,2024-04-01,2025-12-01,Active
S006721,C05995,Starter,2025-10-01,2025-12-01,Active
S006722,C05996,Starter,2023-08-01,2025-01-01,Upgrade
S006723,C05996,Growth,2025-02-01,2025-10-01,Churn
S006724,C05997,Growth,2023-08-01,2025-12-01,Active
S006725,C05998,Starter,2023-03-01,2025-06-01,Upgrade
S006726,C05998,Growth,2025-07-01,2025-12-01,Active
S006727,C05999,Starter,2024-12-01,2025-12-01,Active
S006728,C06000,Growth,2025-03-01,2025-12-01,Active
S006729,C06001,Starter,2025-04-01,2025-12-01,Active
S006730,C06002,Starter,2024-11-01,2025-12-01,Active
S006731,C06003,Starter,2023-09-01,2024-05-01,Churn
S006732,C06004,Enterprise,2025-01-01,2025-12-01,Active
S006733,C06005,Starter,2025-12-01,2025-12-01,Active
S006734,C06006,Starter,2025-07-01,2025-09-01,Churn
S006735,C06007,Growth,2024-06-01,2025-12-01,Active
S006736,C06008,Starter,2023-03-01,2023-09-01,Churn
S006737,C06009,Growth,2024-03-01,2025-01-01,Downgrade
S006738,C06009,Starter,2025-02-01,2025-12-01,Active
S006739,C06010,Growth,2023-08-01,2024-07-01,Churn
S006740,C06011,Starter,2025-11-01,2025-12-01,Active
S006741,C06012,Starter,2024-03-01,2025-12-01,Active
S006742,C06013,Starter,2025-02-01,2025-05-01,Churn
S006743,C06014,Starter,2024-04-01,2025-05-01,Churn
S006744,C06015,Starter,2025-09-01,2025-09-01,Churn
S006745,C06016,Enterprise,2025-01-01,2025-12-01,Active
S006746,C06017,Growth,2024-12-01,2025-12-01,Active
S006747,C06018,Starter,2025-06-01,2025-12-01,Active
S006748,C06019,Starter,2024-11-01,2025-12-01,Active
S006749,C06020,Growth,2023-12-01,2024-05-01,Upgrade
S006750,C06020,Enterprise,2024-06-01,2025-12-01,Active
S006751,C06021,Enterprise,2025-06-01,2025-12-01,Active
S006752,C06022,Starter,2023-12-01,2025-12-01,Active
S006753,C06023,Starter,2024-06-01,2025-12-01,Active
S006754,C06024,Enterprise,2023-06-01,2025-12-01,Active
S006755,C06025,Starter,2025-12-01,2025-12-01,Active
S006756,C06026,Starter,2023-10-01,2025-12-01,Active
S006757,C06027,Enterprise,2024-05-01,2025-12-01,Active
S006758,C06028,Starter,2024-01-01,2025-10-01,Churn
S006759,C06029,Growth,2025-09-01,2025-12-01,Active
S006760,C06030,Starter,2025-06-01,2025-12-01,Active
S006761,C06031,Starter,2025-06-01,2025-12-01,Active
S006762,C06032,Growth,2023-07-01,2025-12-01,Active
S006763,C06033,Enterprise,2025-10-01,2025-12-01,Active
S006764,C06034,Growth,2023-09-01,2025-12-01,Active
S006765,C06035,Starter,2024-10-01,2025-12-01,Active
S006766,C06036,Starter,2025-08-01,2025-12-01,Active
S006767,C06037,Starter,2023-05-01,2025-12-01,Active
S006768,C06038,Growth,2025-10-01,2025-10-01,Churn
S006769,C06039,Starter,2024-03-01,2024-03-01,Churn
S006770,C06040,Starter,2024-06-01,2025-01-01,Churn
S006771,C06041,Starter,2025-07-01,2025-12-01,Active
S006772,C06042,Growth,2023-05-01,2025-12-01,Active
S006773,C06043,Growth,2024-05-01,2025-03-01,Churn
S006774,C06044,Starter,2025-05-01,2025-12-01,Active
S006775,C06045,Starter,2024-10-01,2025-12-01,Active
S006776,C06046,Starter,2024-07-01,2025-02-01,Churn
S006777,C06047,Starter,2023-07-01,2025-12-01,Active
S006778,C06048,Enterprise,2023-04-01,2025-12-01,Active
S006779,C06049,Enterprise,2024-11-01,2025-12-01,Active
S006780,C06050,Growth,2025-11-01,2025-12-01,Active
S006781,C06051,Starter,2024-01-01,2025-12-01,Active
S006782,C06052,Growth,2025-01-01,2025-12-01,Active
S006783,C06053,Starter,2024-09-01,2025-12-01,Active
S006784,C06054,Starter,2024-01-01,2025-12-01,Active
S006785,C06055,Growth,2023-09-01,2025-03-01,Upgrade
S006786,C06055,Enterprise,2025-04-01,2025-04-01,Churn
S006787,C06056,Enterprise,2024-12-01,2025-12-01,Active
S006788,C06057,Growth,2025-09-01,2025-12-01,Active
S006789,C06058,Starter,2025-09-01,2025-11-01,Churn
S006790,C06059,Growth,2023-03-01,2024-12-01,Upgrade
S006791,C06059,Enterprise,2025-01-01,2025-12-01,Active
S006792,C06060,Starter,2024-10-01,2025-12-01,Active
S006793,C06061,Enterprise,2025-01-01,2025-12-01,Active
S006794,C06062,Growth,2023-06-01,2025-12-01,Active
S006795,C06063,Starter,2024-04-01,2024-04-01,Churn
S006796,C06064,Starter,2025-01-01,2025-08-01,Upgrade
S006797,C06064,Growth,2025-09-01,2025-12-01,Active
S006798,C06065,Starter,2024-06-01,2025-12-01,Active
S006799,C06066,Growth,2024-03-01,2025-07-01,Upgrade
S006800,C06066,Enterprise,2025-08-01,2025-12-01,Active
S006801,C06067,Starter,2024-05-01,2025-12-01,Active
S006802,C06068,Starter,2024-10-01,2025-05-01,Churn
S006803,C06069,Starter,2024-09-01,2025-12-01,Active
S006804,C06070,Starter,2024-04-01,2025-12-01,Active
S006805,C06071,Starter,2025-11-01,2025-12-01,Active
S006806,C06072,Starter,2025-10-01,2025-12-01,Active
S006807,C06073,Growth,2024-11-01,2025-12-01,Active
S006808,C06074,Growth,2023-05-01,2025-01-01,Churn
S006809,C06075,Growth,2024-06-01,2024-09-01,Upgrade
S006810,C06075,Enterprise,2024-10-01,2025-12-01,Active
S006811,C06076,Growth,2025-06-01,2025-12-01,Active
S006812,C06077,Starter,2025-01-01,2025-12-01,Active
S006813,C06078,Growth,2023-11-01,2025-12-01,Active
S006814,C06079,Starter,2025-01-01,2025-12-01,Active
S006815,C06080,Growth,2024-07-01,2025-12-01,Active
S006816,C06081,Starter,2025-11-01,2025-12-01,Active
S006817,C06082,Starter,2023-11-01,2024-03-01,Churn
S006818,C06083,Starter,2025-09-01,2025-12-01,Active
S006819,C06084,Starter,2024-03-01,2024-04-01,Upgrade
S006820,C06084,Growth,2024-05-01,2025-12-01,Active
S006821,C06085,Starter,2023-08-01,2024-02-01,Churn
S006822,C06086,Starter,2024-10-01,2025-02-01,Churn
S006823,C06087,Growth,2024-05-01,2025-03-01,Churn
S006824,C06088,Starter,2024-09-01,2025-06-01,Upgrade
S006825,C06088,Growth,2025-07-01,2025-07-01,Downgrade
S006826,C06088,Starter,2025-08-01,2025-12-01,Active
S006827,C06089,Growth,2023-04-01,2025-05-01,Churn
S006828,C06090,Starter,2024-09-01,2025-07-01,Churn
S006829,C06091,Starter,2025-02-01,2025-04-01,Churn
S006830,C06092,Starter,2025-10-01,2025-12-01,Active
S006831,C06093,Growth,2025-03-01,2025-12-01,Active
S006832,C06094,Starter,2025-10-01,2025-12-01,Active
S006833,C06095,Starter,2024-04-01,2025-12-01,Active
S006834,C06096,Growth,2025-09-01,2025-12-01,Active
S006835,C06097,Growth,2023-12-01,2024-12-01,Upgrade
S006836,C06097,Enterprise,2025-01-01,2025-12-01,Active
S006837,C06098,Growth,2024-05-01,2024-07-01,Upgrade
S006838,C06098,Enterprise,2024-08-01,2025-02-01,Downgrade
S006839,C06098,Growth,2025-03-01,2025-09-01,Downgrade
S006840,C06098,Starter,2025-10-01,2025-12-01,Active
S006841,C06099,Growth,2025-01-01,2025-08-01,Churn
S006842,C06100,Growth,2023-11-01,2024-04-01,Churn
S006843,C06101,Starter,2024-04-01,2025-08-01,Upgrade
S006844,C06101,Growth,2025-09-01,2025-12-01,Active
S006845,C06102,Growth,2023-08-01,2024-12-01,Churn
S006846,C06103,Growth,2025-01-01,2025-12-01,Active
S006847,C06104,Starter,2023-09-01,2023-12-01,Upgrade
S006848,C06104,Growth,2024-01-01,2024-02-01,Upgrade
S006849,C06104,Enterprise,2024-03-01,2025-12-01,Active
S006850,C06105,Growth,2025-05-01,2025-12-01,Active
S006851,C06106,Growth,2024-08-01,2025-12-01,Active
S006852,C06107,Growth,2025-10-01,2025-10-01,Churn
S006853,C06108,Starter,2024-09-01,2025-12-01,Active
S006854,C06109,Starter,2024-10-01,2025-12-01,Active
S006855,C06110,Growth,2025-09-01,2025-12-01,Active
S006856,C06111,Growth,2024-05-01,2025-12-01,Active
S006857,C06112,Enterprise,2024-01-01,2025-12-01,Active
S006858,C06113,Starter,2023-12-01,2024-04-01,Upgrade
S006859,C06113,Growth,2024-05-01,2025-12-01,Active
S006860,C06114,Enterprise,2025-12-01,2025-12-01,Active
S006861,C06115,Growth,2024-10-01,2025-12-01,Active
S006862,C06116,Growth,2024-09-01,2025-12-01,Active
S006863,C06117,Enterprise,2025-09-01,2025-12-01,Active
S006864,C06118,Starter,2025-05-01,2025-12-01,Active
S006865,C06119,Growth,2025-05-01,2025-12-01,Active
S006866,C06120,Starter,2023-05-01,2023-05-01,Churn
S006867,C06121,Starter,2025-04-01,2025-11-01,Churn
S006868,C06122,Growth,2024-02-01,2025-02-01,Upgrade
S006869,C06122,Enterprise,2025-03-01,2025-12-01,Active
S006870,C06123,Starter,2024-05-01,2025-12-01,Active
S006871,C06124,Starter,2025-02-01,2025-03-01,Churn
S006872,C06125,Starter,2025-05-01,2025-10-01,Upgrade
S006873,C06125,Growth,2025-11-01,2025-12-01,Active
S006874,C06126,Growth,2025-11-01,2025-12-01,Active
S006875,C06127,Starter,2023-05-01,2025-12-01,Active
S006876,C06128,Growth,2025-03-01,2025-12-01,Active
S006877,C06129,Starter,2025-12-01,2025-12-01,Active
S006878,C06130,Growth,2025-02-01,2025-12-01,Active
S006879,C06131,Enterprise,2025-08-01,2025-12-01,Active
S006880,C06132,Starter,2023-08-01,2024-11-01,Upgrade
S006881,C06132,Growth,2024-12-01,2025-07-01,Churn
S006882,C06133,Growth,2024-06-01,2025-12-01,Active
S006883,C06134,Growth,2024-08-01,2025-12-01,Active
S006884,C06135,Enterprise,2024-12-01,2025-08-01,Churn
S006885,C06136,Enterprise,2025-01-01,2025-12-01,Active
S006886,C06137,Starter,2024-04-01,2024-05-01,Churn
S006887,C06138,Starter,2023-10-01,2025-04-01,Churn
S006888,C06139,Enterprise,2023-01-01,2025-12-01,Active
S006889,C06140,Starter,2023-01-01,2023-06-01,Churn
S006890,C06141,Growth,2025-07-01,2025-12-01,Active
S006891,C06142,Growth,2024-05-01,2024-12-01,Upgrade
S006892,C06142,Enterprise,2025-01-01,2025-12-01,Active
S006893,C06143,Starter,2023-10-01,2025-12-01,Active
S006894,C06144,Growth,2024-09-01,2025-12-01,Active
S006895,C06145,Enterprise,2024-03-01,2025-12-01,Active
S006896,C06146,Starter,2023-03-01,2025-12-01,Active
S006897,C06147,Growth,2024-03-01,2025-11-01,Upgrade
S006898,C06147,Enterprise,2025-12-01,2025-12-01,Active
S006899,C06148,Growth,2023-11-01,2025-11-01,Churn
S006900,C06149,Enterprise,2023-05-01,2025-12-01,Active
S006901,C06150,Growth,2025-12-01,2025-12-01,Active
S006902,C06151,Growth,2024-12-01,2025-12-01,Active
S006903,C06152,Growth,2024-04-01,2025-12-01,Active
S006904,C06153,Enterprise,2025-02-01,2025-12-01,Active
S006905,C06154,Starter,2025-07-01,2025-10-01,Upgrade
S006906,C06154,Growth,2025-11-01,2025-11-01,Churn
S006907,C06155,Growth,2025-04-01,2025-12-01,Active
S006908,C06156,Starter,2024-06-01,2025-12-01,Active
S006909,C06157,Growth,2025-12-01,2025-12-01,Active
S006910,C06158,Starter,2025-12-01,2025-12-01,Active
S006911,C06159,Starter,2023-10-01,2024-02-01,Churn
S006912,C06160,Starter,2023-07-01,2025-11-01,Churn
S006913,C06161,Growth,2024-12-01,2025-12-01,Active
S006914,C06162,Starter,2024-05-01,2025-11-01,Upgrade
S006915,C06162,Growth,2025-12-01,2025-12-01,Active
S006916,C06163,Growth,2025-08-01,2025-12-01,Active
S006917,C06164,Enterprise,2025-01-01,2025-12-01,Active
S006918,C06165,Starter,2024-09-01,2024-11-01,Churn
S006919,C06166,Starter,2024-01-01,2024-04-01,Churn
S006920,C06167,Starter,2025-04-01,2025-12-01,Active
S006921,C06168,Enterprise,2025-10-01,2025-12-01,Active
S006922,C06169,Growth,2025-08-01,2025-12-01,Active
S006923,C06170,Starter,2025-09-01,2025-12-01,Active
S006924,C06171,Starter,2023-10-01,2024-10-01,Churn
S006925,C06172,Enterprise,2025-08-01,2025-12-01,Active
S006926,C06173,Growth,2024-10-01,2025-12-01,Active
S006927,C06174,Starter,2025-04-01,2025-07-01,Churn
S006928,C06175,Growth,2025-05-01,2025-12-01,Active
S006929,C06176,Starter,2025-06-01,2025-12-01,Active
S006930,C06177,Growth,2025-10-01,2025-12-01,Active
S006931,C06178,Starter,2024-05-01,2024-05-01,Churn
S006932,C06179,Growth,2024-09-01,2025-12-01,Active
S006933,C06180,Starter,2025-10-01,2025-12-01,Active
S006934,C06181,Growth,2023-06-01,2025-12-01,Active
S006935,C06182,Starter,2025-08-01,2025-08-01,Churn
S006936,C06183,Growth,2024-07-01,2024-07-01,Churn
S006937,C06184,Growth,2024-07-01,2025-05-01,Churn
S006938,C06185,Growth,2024-06-01,2025-12-01,Active
S006939,C06186,Growth,2024-12-01,2025-12-01,Active
S006940,C06187,Growth,2024-12-01,2025-12-01,Active
S006941,C06188,Starter,2025-12-01,2025-12-01,Active
S006942,C06189,Enterprise,2025-12-01,2025-12-01,Active
S006943,C06190,Starter,2024-10-01,2025-12-01,Active
S006944,C06191,Starter,2025-07-01,2025-12-01,Active
S006945,C06192,Starter,2025-06-01,2025-12-01,Active
S006946,C06193,Starter,2023-02-01,2023-03-01,Churn
S006947,C06194,Growth,2025-06-01,2025-12-01,Active
S006948,C06195,Starter,2024-08-01,2025-06-01,Churn
S006949,C06196,Starter,2023-12-01,2024-04-01,Churn
S006950,C06197,Starter,2023-12-01,2025-04-01,Churn
S006951,C06198,Starter,2023-07-01,2024-05-01,Churn
S006952,C06199,Enterprise,2023-08-01,2025-12-01,Active
S006953,C06200,Starter,2025-02-01,2025-06-01,Upgrade
S006954,C06200,Growth,2025-07-01,2025-12-01,Active
S006955,C06201,Growth,2025-12-01,2025-12-01,Active
S006956,C06202,Growth,2023-02-01,2024-07-01,Churn
S006957,C06203,Growth,2024-11-01,2025-12-01,Active
S006958,C06204,Growth,2025-05-01,2025-12-01,Active
S006959,C06205,Starter,2024-05-01,2024-09-01,Churn
S006960,C06206,Growth,2024-10-01,2025-12-01,Active
S006961,C06207,Growth,2023-02-01,2024-09-01,Churn
S006962,C06208,Starter,2024-08-01,2024-11-01,Upgrade
S006963,C06208,Growth,2024-12-01,2025-12-01,Active
S006964,C06209,Starter,2023-10-01,2023-11-01,Upgrade
S006965,C06209,Growth,2023-12-01,2025-03-01,Downgrade
S006966,C06209,Starter,2025-04-01,2025-04-01,Churn
S006967,C06210,Growth,2025-09-01,2025-10-01,Upgrade
S006968,C06210,Enterprise,2025-11-01,2025-12-01,Active
S006969,C06211,Starter,2024-09-01,2025-12-01,Active
S006970,C06212,Starter,2024-11-01,2025-12-01,Active
S006971,C06213,Enterprise,2024-09-01,2025-11-01,Churn
S006972,C06214,Growth,2023-05-01,2025-12-01,Active
S006973,C06215,Starter,2025-01-01,2025-12-01,Active
S006974,C06216,Growth,2024-03-01,2025-12-01,Active
S006975,C06217,Starter,2023-12-01,2025-12-01,Active
S006976,C06218,Growth,2024-09-01,2025-12-01,Active
S006977,C06219,Starter,2025-10-01,2025-12-01,Active
S006978,C06220,Starter,2024-02-01,2025-12-01,Active
S006979,C06221,Starter,2025-05-01,2025-12-01,Active
S006980,C06222,Starter,2024-02-01,2025-03-01,Churn
S006981,C06223,Enterprise,2025-12-01,2025-12-01,Active
S006982,C06224,Starter,2025-12-01,2025-12-01,Active
S006983,C06225,Growth,2025-07-01,2025-12-01,Active
S006984,C06226,Growth,2025-09-01,2025-12-01,Active
S006985,C06227,Enterprise,2025-02-01,2025-12-01,Active
S006986,C06228,Starter,2025-12-01,2025-12-01,Active
S006987,C06229,Starter,2023-11-01,2024-06-01,Upgrade
S006988,C06229,Growth,2024-07-01,2025-12-01,Active
S006989,C06230,Enterprise,2025-11-01,2025-12-01,Active
S006990,C06231,Growth,2024-05-01,2025-12-01,Active
S006991,C06232,Starter,2024-02-01,2025-12-01,Active
S006992,C06233,Starter,2024-04-01,2025-11-01,Churn
S006993,C06234,Starter,2025-11-01,2025-12-01,Active
S006994,C06235,Enterprise,2023-11-01,2024-10-01,Downgrade
S006995,C06235,Growth,2024-11-01,2025-12-01,Active
S006996,C06236,Starter,2024-08-01,2024-10-01,Upgrade
S006997,C06236,Growth,2024-11-01,2025-12-01,Active
S006998,C06237,Enterprise,2025-04-01,2025-12-01,Active
S006999,C06238,Enterprise,2023-12-01,2025-12-01,Active
S007000,C06239,Starter,2024-08-01,2024-10-01,Churn
S007001,C06240,Starter,2025-05-01,2025-12-01,Active
S007002,C06241,Enterprise,2025-10-01,2025-12-01,Active
S007003,C06242,Starter,2025-06-01,2025-06-01,Churn
S007004,C06243,Starter,2025-05-01,2025-12-01,Active
S007005,C06244,Growth,2023-12-01,2025-12-01,Active
S007006,C06245,Starter,2024-04-01,2025-02-01,Churn
S007007,C06246,Starter,2025-09-01,2025-12-01,Active
S007008,C06247,Starter,2024-04-01,2025-03-01,Upgrade
S007009,C06247,Growth,2025-04-01,2025-08-01,Churn
S007010,C06248,Starter,2024-08-01,2025-12-01,Active
S007011,C06249,Starter,2024-12-01,2025-12-01,Active
S007012,C06250,Growth,2024-12-01,2025-12-01,Active
S007013,C06251,Starter,2023-04-01,2023-10-01,Churn
S007014,C06252,Growth,2024-02-01,2025-12-01,Active
S007015,C06253,Starter,2025-07-01,2025-12-01,Active
S007016,C06254,Starter,2024-11-01,2025-02-01,Churn
S007017,C06255,Starter,2025-11-01,2025-12-01,Active
S007018,C06256,Growth,2025-08-01,2025-12-01,Active
S007019,C06257,Growth,2024-10-01,2024-10-01,Upgrade
S007020,C06257,Enterprise,2024-11-01,2025-12-01,Active
S007021,C06258,Starter,2023-04-01,2023-11-01,Upgrade
S007022,C06258,Growth,2023-12-01,2024-12-01,Churn
S007023,C06259,Enterprise,2023-05-01,2025-12-01,Active
S007024,C06260,Starter,2023-11-01,2024-08-01,Upgrade
S007025,C06260,Growth,2024-09-01,2025-12-01,Active
S007026,C06261,Enterprise,2023-06-01,2025-12-01,Active
S007027,C06262,Growth,2024-10-01,2025-06-01,Churn
S007028,C06263,Starter,2025-02-01,2025-06-01,Churn
S007029,C06264,Starter,2025-09-01,2025-12-01,Active
S007030,C06265,Growth,2024-10-01,2025-12-01,Active
S007031,C06266,Starter,2025-05-01,2025-07-01,Churn
S007032,C06267,Starter,2024-12-01,2025-12-01,Active
S007033,C06268,Enterprise,2025-07-01,2025-12-01,Active
S007034,C06269,Growth,2025-10-01,2025-12-01,Active
S007035,C06270,Growth,2024-11-01,2025-12-01,Active
S007036,C06271,Growth,2025-10-01,2025-10-01,Upgrade
S007037,C06271,Enterprise,2025-11-01,2025-12-01,Active
S007038,C06272,Growth,2025-09-01,2025-12-01,Active
S007039,C06273,Starter,2024-08-01,2025-12-01,Active
S007040,C06274,Starter,2025-01-01,2025-05-01,Churn
S007041,C06275,Starter,2025-02-01,2025-12-01,Active
S007042,C06276,Starter,2024-04-01,2024-07-01,Upgrade
S007043,C06276,Growth,2024-08-01,2025-12-01,Active
S007044,C06277,Enterprise,2024-01-01,2025-12-01,Active
S007045,C06278,Growth,2024-11-01,2025-12-01,Active
S007046,C06279,Growth,2023-10-01,2024-12-01,Churn
S007047,C06280,Growth,2023-05-01,2023-06-01,Upgrade
S007048,C06280,Enterprise,2023-07-01,2025-12-01,Active
S007049,C06281,Starter,2024-04-01,2025-12-01,Active
S007050,C06282,Starter,2024-06-01,2025-12-01,Active
S007051,C06283,Growth,2024-08-01,2025-12-01,Active
S007052,C06284,Enterprise,2023-12-01,2025-12-01,Active
S007053,C06285,Growth,2023-09-01,2024-01-01,Upgrade
S007054,C06285,Enterprise,2024-02-01,2025-12-01,Active
S007055,C06286,Starter,2025-06-01,2025-12-01,Active
S007056,C06287,Starter,2025-08-01,2025-12-01,Active
S007057,C06288,Starter,2024-01-01,2025-12-01,Active
S007058,C06289,Starter,2023-11-01,2025-09-01,Upgrade
S007059,C06289,Growth,2025-10-01,2025-12-01,Active
S007060,C06290,Starter,2024-06-01,2025-12-01,Active
S007061,C06291,Growth,2024-03-01,2024-05-01,Upgrade
S007062,C06291,Enterprise,2024-06-01,2025-12-01,Active
S007063,C06292,Growth,2025-02-01,2025-12-01,Active
S007064,C06293,Starter,2024-08-01,2025-12-01,Active
S007065,C06294,Starter,2024-08-01,2025-12-01,Active
S007066,C06295,Starter,2025-11-01,2025-12-01,Active
S007067,C06296,Starter,2024-10-01,2025-12-01,Active
S007068,C06297,Starter,2025-03-01,2025-12-01,Active
S007069,C06298,Starter,2024-06-01,2025-07-01,Upgrade
S007070,C06298,Growth,2025-08-01,2025-12-01,Active
S007071,C06299,Starter,2025-06-01,2025-12-01,Active
S007072,C06300,Growth,2023-07-01,2025-12-01,Active
S007073,C06301,Starter,2024-04-01,2025-12-01,Active
S007074,C06302,Starter,2023-01-01,2025-12-01,Active
S007075,C06303,Starter,2024-06-01,2025-02-01,Churn
S007076,C06304,Starter,2025-10-01,2025-12-01,Active
S007077,C06305,Starter,2025-05-01,2025-12-01,Active
S007078,C06306,Growth,2024-01-01,2025-12-01,Active
S007079,C06307,Growth,2023-09-01,2025-12-01,Active
S007080,C06308,Starter,2023-11-01,2024-09-01,Upgrade
S007081,C06308,Growth,2024-10-01,2025-12-01,Active
S007082,C06309,Enterprise,2025-04-01,2025-12-01,Active
S007083,C06310,Starter,2023-10-01,2024-07-01,Upgrade
S007084,C06310,Growth,2024-08-01,2025-01-01,Upgrade
S007085,C06310,Enterprise,2025-02-01,2025-12-01,Active
S007086,C06311,Growth,2023-06-01,2025-12-01,Active
S007087,C06312,Growth,2025-12-01,2025-12-01,Active
S007088,C06313,Enterprise,2023-03-01,2025-12-01,Active
S007089,C06314,Enterprise,2024-10-01,2025-12-01,Active
S007090,C06315,Growth,2024-12-01,2025-12-01,Active
S007091,C06316,Starter,2025-02-01,2025-04-01,Upgrade
S007092,C06316,Growth,2025-05-01,2025-12-01,Active
S007093,C06317,Starter,2024-11-01,2024-11-01,Churn
S007094,C06318,Growth,2023-02-01,2025-12-01,Active
S007095,C06319,Growth,2025-01-01,2025-12-01,Active
S007096,C06320,Starter,2025-07-01,2025-12-01,Active
S007097,C06321,Growth,2025-07-01,2025-12-01,Active
S007098,C06322,Growth,2024-03-01,2025-12-01,Active
S007099,C06323,Growth,2023-03-01,2025-12-01,Active
S007100,C06324,Growth,2024-07-01,2024-09-01,Churn
S007101,C06325,Growth,2023-09-01,2025-12-01,Active
S007102,C06326,Starter,2023-09-01,2025-12-01,Active
S007103,C06327,Starter,2025-10-01,2025-12-01,Active
S007104,C06328,Growth,2023-02-01,2025-12-01,Active
S007105,C06329,Starter,2025-06-01,2025-07-01,Churn
S007106,C06330,Starter,2023-11-01,2023-12-01,Churn
S007107,C06331,Growth,2025-12-01,2025-12-01,Active
S007108,C06332,Starter,2024-01-01,2025-04-01,Churn
S007109,C06333,Starter,2023-04-01,2023-09-01,Upgrade
S007110,C06333,Growth,2023-10-01,2025-12-01,Active
S007111,C06334,Starter,2023-12-01,2025-12-01,Active
S007112,C06335,Starter,2024-07-01,2025-12-01,Active
S007113,C06336,Enterprise,2023-10-01,2023-11-01,Downgrade
S007114,C06336,Growth,2023-12-01,2025-01-01,Downgrade
S007115,C06336,Starter,2025-02-01,2025-12-01,Active
S007116,C06337,Growth,2024-08-01,2025-01-01,Churn
S007117,C06338,Enterprise,2025-07-01,2025-12-01,Active
S007118,C06339,Starter,2025-10-01,2025-11-01,Churn
S007119,C06340,Growth,2025-12-01,2025-12-01,Active
S007120,C06341,Growth,2025-04-01,2025-12-01,Active
S007121,C06342,Growth,2025-10-01,2025-12-01,Active
S007122,C06343,Growth,2024-04-01,2024-11-01,Upgrade
S007123,C06343,Enterprise,2024-12-01,2025-12-01,Active
S007124,C06344,Growth,2023-07-01,2024-07-01,Churn
S007125,C06345,Enterprise,2024-02-01,2025-12-01,Active
S007126,C06346,Growth,2024-05-01,2025-12-01,Active
S007127,C06347,Growth,2025-03-01,2025-04-01,Churn
S007128,C06348,Growth,2024-07-01,2025-12-01,Active
S007129,C06349,Starter,2024-08-01,2025-03-01,Churn
S007130,C06350,Enterprise,2023-10-01,2025-12-01,Active
S007131,C06351,Growth,2024-02-01,2024-07-01,Churn
S007132,C06352,Starter,2024-06-01,2025-12-01,Active
S007133,C06353,Enterprise,2024-04-01,2024-07-01,Churn
S007134,C06354,Starter,2023-05-01,2023-07-01,Churn
